gender,isHomeOwner,isMarried,schoolLocation,isGraduateStudent,isGraduatedOrSuspended,incomePercent,totalAsset,carValue,hasCar,isPriority1Eligible,isRecipient,isSingleParentFamily,isParentsHomeless,isApplicantDisabled,isParentsDisabled,subscriptionCount,applied_danji,applied_priority,derived_priority,derived_score,Pass
여성,0,0,서울,0,0,32,63056925,0,0,0,0,0,1,0,1,28,희망하우징(정릉동 1036),3,3,9,0
여성,0,0,서울,0,0,125,46643203,0,0,0,0,0,1,0,0,19,희망하우징(정릉동 1036),3,4,4,0
남성,0,0,서울,0,0,135,112336352,0,0,0,0,0,0,0,0,17,희망하우징(정릉동 1036),3,4,2,0
여성,0,1,서울,0,0,12,26745522,0,0,0,0,0,1,0,0,0,연남공공원룸텔,3,4,5,0
여성,0,0,서울,0,0,51,38063091,0,0,1,0,0,0,1,0,3,희망하우징(정릉동 1036),1,1,2,1
여성,0,0,서울,0,0,28,44846207,0,0,1,1,0,1,0,0,23,희망하우징(정릉동 1036),1,1,7,1
남성,0,0,서울,0,0,10,135881514,0,0,0,0,0,1,0,0,10,희망하우징(정릉동 1036),3,4,6,0
여성,0,0,서울,0,0,46,299214159,45729449,1,0,0,0,1,0,0,2,희망하우징(정릉동 1036),2,4,5,0
남성,0,0,서울,0,0,34,13741017,0,0,0,0,0,1,0,0,10,연남공공원룸텔,3,3,6,0
남성,0,0,서울,0,0,26,69922335,0,0,1,1,1,1,0,0,1,희망하우징(정릉동 1036),1,1,8,1
여성,0,0,서울,0,0,26,23667066,0,0,0,0,0,1,0,0,3,희망하우징(정릉동 1036),3,3,5,0
남성,0,0,서울,0,0,35,55582551,0,0,0,0,0,1,0,0,18,희망하우징(정릉동 1036),3,3,7,1
남성,0,0,서울,0,0,46,74612320,0,0,1,0,0,1,0,0,25,연남공공원룸텔,1,1,5,1
남성,0,0,기타,0,0,50,51429578,0,0,1,0,1,1,0,1,16,연남공공원룸텔,1,4,8,0
남성,0,0,서울,0,0,24,55842323,0,0,0,0,0,0,0,0,14,연남공공원룸텔,1,4,2,0
여성,0,0,서울,0,0,10,95733862,0,0,0,0,0,0,0,0,23,희망하우징(정릉동 1036),3,3,5,0
여성,0,0,서울,0,0,32,58306200,0,0,1,1,1,0,0,0,5,희망하우징(정릉동 1036),1,1,6,1
여성,0,0,서울,0,0,35,12817734,0,0,0,0,0,0,0,0,10,연남공공원룸텔,3,3,4,0
남성,0,0,서울,0,1,152,382850611,14387411,1,0,0,0,0,0,0,6,연남공공원룸텔,2,4,1,0
여성,0,0,기타,0,0,58,124680382,0,0,0,0,0,1,0,0,25,연남공공원룸텔,3,4,5,0
남성,1,0,서울,0,0,26,32472549,0,0,0,0,0,1,0,0,15,희망하우징(정릉동 1036),3,4,7,0
남성,0,0,서울,1,0,121,169651887,0,0,0,0,0,1,0,0,6,희망하우징(정릉동 1036),2,4,3,0
여성,0,0,서울,0,0,96,338750366,0,0,0,0,0,0,0,0,14,희망하우징(정릉동 1036),2,4,2,0
여성,0,0,서울,0,0,49,342786551,29764756,1,0,0,0,1,0,0,25,희망하우징(정릉동 1036),2,4,8,0
남성,0,0,서울,0,0,32,28503943,0,0,1,0,0,1,0,0,29,희망하우징(정릉동 1036),1,1,5,1
남성,0,0,기타,0,0,41,403405213,0,0,0,0,0,1,1,0,7,희망하우징(정릉동 1036),2,4,8,0
남성,0,0,서울,0,0,50,318080771,38775809,1,0,0,0,1,0,0,14,연남공공원룸텔,2,2,7,1
여성,0,0,기타,0,0,47,64139232,0,0,1,1,1,1,0,0,18,연남공공원룸텔,1,4,10,0
남성,0,0,서울,0,0,44,37407879,0,0,0,0,0,1,0,0,15,연남공공원룸텔,1,4,4,0
여성,1,0,서울,0,0,135,13602203,0,0,0,0,0,0,1,0,7,연남공공원룸텔,3,4,3,0
남성,0,0,서울,0,0,54,219330257,0,0,0,0,0,1,0,1,27,희망하우징(정릉동 1036),2,2,6,1
남성,0,0,서울,0,0,37,37072082,0,0,1,1,1,0,0,0,12,연남공공원룸텔,1,1,8,1
여성,0,0,서울,0,0,126,56544270,0,0,0,0,0,1,0,0,25,연남공공원룸텔,3,4,5,0
여성,0,0,서울,0,0,35,31197304,0,0,1,1,0,0,0,0,29,연남공공원룸텔,1,1,6,1
남성,0,0,서울,0,0,139,325026970,0,0,0,0,0,0,0,0,0,연남공공원룸텔,2,4,0,0
여성,0,0,서울,0,0,57,325616037,0,0,0,0,0,1,0,0,21,연남공공원룸텔,2,2,4,0
여성,0,0,서울,0,0,30,20413322,0,0,1,1,1,1,0,0,14,연남공공원룸텔,1,1,10,1
남성,0,0,서울,0,0,44,51382580,0,0,1,1,0,1,0,0,12,희망하우징(정릉동 1036),1,1,7,1
남성,0,0,서울,0,0,127,183914932,0,0,0,0,0,1,0,0,5,연남공공원룸텔,2,4,2,0
남성,0,0,서울,0,0,90,379716486,0,0,0,0,0,0,0,0,12,연남공공원룸텔,2,4,2,0
남성,0,0,서울,0,0,153,267338965,0,0,0,0,0,1,0,1,22,희망하우징(정릉동 1036),2,4,5,0
여성,0,1,서울,0,1,50,19061506,0,0,1,0,0,0,0,0,12,연남공공원룸텔,1,4,2,0
남성,0,0,서울,0,0,43,76937935,0,0,1,0,1,0,0,0,1,연남공공원룸텔,1,1,3,1
여성,0,0,서울,0,0,116,96979318,0,0,0,0,0,1,0,0,10,연남공공원룸텔,3,4,3,0
남성,0,0,기타,0,0,107,79990777,0,0,0,0,0,1,0,0,2,연남공공원룸텔,3,4,2,0
남성,1,0,서울,0,0,62,41717008,0,0,0,0,0,1,0,0,6,연남공공원룸텔,3,4,3,0
여성,0,0,서울,1,0,45,60696383,0,0,1,0,0,0,0,0,23,연남공공원룸텔,1,4,2,0
남성,0,0,서울,0,0,59,244327854,0,0,0,0,0,1,0,0,19,희망하우징(정릉동 1036),2,2,4,1
남성,0,0,서울,0,0,132,350928132,0,0,0,0,0,1,0,1,11,희망하우징(정릉동 1036),2,4,4,0
여성,0,0,서울,0,0,112,237167640,0,0,0,0,0,1,0,1,23,희망하우징(정릉동 1036),2,4,5,0
여성,0,0,서울,0,0,18,133677414,0,0,0,0,0,1,0,0,20,희망하우징(정릉동 1036),3,4,7,0
여성,0,0,서울,0,0,13,25667321,0,0,0,0,0,1,0,0,18,연남공공원룸텔,3,3,7,0
남성,0,0,서울,0,0,115,315344894,15964195,1,0,0,0,0,0,0,26,연남공공원룸텔,2,4,3,0
여성,0,0,서울,0,0,34,19373966,0,0,0,0,0,1,0,0,13,연남공공원룸텔,3,3,7,0
남성,0,0,서울,0,0,67,249663667,0,0,0,0,0,1,0,0,28,연남공공원룸텔,2,2,5,1
여성,0,0,서울,0,0,26,55922853,0,0,0,0,0,0,0,0,0,희망하우징(정릉동 1036),3,3,3,0
여성,0,0,서울,0,0,51,73516094,0,0,1,0,0,1,0,0,21,연남공공원룸텔,1,1,4,1
여성,1,0,서울,0,0,45,28637880,0,0,1,1,1,0,0,0,30,희망하우징(정릉동 1036),1,4,9,0
남성,0,0,서울,0,0,160,322970991,0,0,0,0,0,0,0,0,10,연남공공원룸텔,2,4,1,0
남성,0,0,서울,0,0,131,98360765,0,0,0,0,0,1,0,0,6,희망하우징(정릉동 1036),3,4,3,0
남성,0,0,서울,1,1,27,74715566,0,0,0,0,0,1,0,0,24,연남공공원룸텔,1,4,5,0
남성,1,0,기타,0,0,132,288313271,0,0,0,0,0,1,0,0,29,연남공공원룸텔,2,4,5,0
남성,0,0,서울,0,0,107,97767609,0,0,0,0,0,1,0,0,7,희망하우징(정릉동 1036),3,4,3,0
남성,0,0,서울,0,0,87,218406729,35514461,1,0,0,0,1,0,0,17,희망하우징(정릉동 1036),2,2,4,1
여성,0,0,서울,0,0,68,207222882,0,0,0,0,0,1,0,0,30,연남공공원룸텔,2,2,5,0
남성,0,0,서울,0,0,44,321873508,0,0,0,0,0,1,0,1,22,희망하우징(정릉동 1036),2,2,8,1
남성,0,0,서울,0,0,148,270834465,13527664,1,0,0,0,1,0,0,23,희망하우징(정릉동 1036),2,4,4,0
여성,0,0,서울,0,0,99,111698676,0,0,0,0,0,0,0,0,29,희망하우징(정릉동 1036),3,4,3,0
여성,0,0,서울,0,0,56,28463119,0,0,1,0,1,1,0,0,6,연남공공원룸텔,1,1,6,1
남성,0,0,서울,0,0,106,137560280,16399199,1,0,0,0,1,0,0,15,연남공공원룸텔,3,4,4,0
남성,1,0,서울,1,0,45,75582257,0,0,1,0,1,0,0,0,23,연남공공원룸텔,1,4,5,0
남성,0,0,서울,0,0,50,215525934,0,0,0,0,0,1,0,0,18,희망하우징(정릉동 1036),2,2,7,1
여성,0,0,서울,0,0,42,23346779,0,0,0,0,0,1,0,0,12,희망하우징(정릉동 1036),3,3,7,0
여성,0,0,서울,0,0,41,111134160,0,0,0,0,0,1,0,0,19,연남공공원룸텔,3,4,7,0
남성,0,0,서울,0,0,75,124279698,0,0,0,0,0,0,0,0,30,연남공공원룸텔,3,4,3,0
여성,0,0,기타,0,0,123,28771026,0,0,0,0,0,1,0,1,11,연남공공원룸텔,3,4,4,0
여성,0,0,서울,0,0,65,89427788,0,0,0,0,0,0,0,0,8,연남공공원룸텔,3,4,1,0
여성,0,0,서울,0,0,62,19470140,0,0,0,0,0,0,0,0,22,희망하우징(정릉동 1036),3,3,2,0
남성,0,0,서울,0,1,74,216905508,0,0,0,0,0,1,0,0,2,희망하우징(정릉동 1036),2,4,2,0
여성,0,0,서울,0,1,53,216305433,0,0,0,0,0,1,0,0,15,희망하우징(정릉동 1036),2,4,4,0
여성,0,0,서울,0,0,109,34249450,0,0,0,0,0,1,1,0,19,연남공공원룸텔,3,4,6,0
여성,0,0,서울,0,0,78,17095369,0,0,0,0,0,1,0,0,21,희망하우징(정릉동 1036),3,3,4,0
여성,0,0,서울,0,0,39,21669195,0,0,1,0,1,1,0,0,2,희망하우징(정릉동 1036),1,1,5,1
남성,0,0,서울,0,0,12,139139778,16358729,1,0,0,0,1,0,0,16,연남공공원룸텔,3,4,7,0
여성,0,0,서울,0,0,58,70217057,0,0,1,1,0,1,0,0,16,연남공공원룸텔,1,1,7,1
남성,0,0,서울,0,0,41,43522920,0,0,0,0,0,1,0,0,9,연남공공원룸텔,1,4,3,0
여성,0,0,서울,0,0,122,169020866,42767007,1,0,0,0,0,0,0,9,희망하우징(정릉동 1036),2,4,1,0
남성,0,0,서울,0,0,46,26621878,0,0,1,0,1,1,0,0,8,희망하우징(정릉동 1036),1,1,6,1
남성,0,0,서울,0,0,124,385877834,0,0,0,0,0,0,0,0,27,연남공공원룸텔,2,4,3,0
남성,0,0,서울,0,0,37,25944033,0,0,0,0,0,1,0,0,22,연남공공원룸텔,1,4,4,0
여성,0,0,서울,0,0,42,217712081,0,0,0,0,0,1,0,0,21,연남공공원룸텔,2,2,7,0
여성,0,0,서울,0,0,49,107878086,0,0,0,0,0,0,0,0,22,희망하우징(정릉동 1036),3,4,5,0
여성,0,0,서울,0,0,60,29961679,0,0,0,0,0,0,0,0,6,연남공공원룸텔,1,4,1,0
여성,0,0,서울,0,0,47,74316496,0,0,1,0,0,0,0,0,3,연남공공원룸텔,1,1,0,1
여성,1,0,서울,0,0,124,322678949,0,0,0,0,0,1,0,0,5,희망하우징(정릉동 1036),2,4,2,0
여성,0,0,서울,0,0,86,344017073,49521153,1,0,0,0,1,0,0,6,희망하우징(정릉동 1036),2,4,3,0
남성,0,0,서울,0,0,26,20050169,0,0,1,1,1,1,0,0,15,희망하우징(정릉동 1036),1,1,10,1
남성,0,0,서울,0,0,43,70194264,0,0,1,0,0,1,0,0,15,연남공공원룸텔,1,1,4,1
남성,0,0,서울,0,0,51,78919151,0,0,1,1,1,1,0,0,12,희망하우징(정릉동 1036),1,1,10,1
여성,0,0,서울,0,0,126,77621275,0,0,0,0,0,1,0,0,22,희망하우징(정릉동 1036),3,4,4,0
남성,0,0,서울,0,0,35,38182016,0,0,1,1,0,1,0,0,19,희망하우징(정릉동 1036),1,1,7,1
여성,1,0,서울,0,0,60,11396963,0,0,0,0,0,1,0,1,5,희망하우징(정릉동 1036),1,4,3,0
남성,0,0,기타,0,0,75,126772884,0,0,0,0,0,1,0,0,10,희망하우징(정릉동 1036),3,4,3,0
남성,0,0,서울,0,0,47,131086958,0,0,0,0,0,1,0,0,5,희망하우징(정릉동 1036),3,4,5,0
여성,0,0,서울,0,0,58,19321974,0,0,0,0,0,1,0,0,12,연남공공원룸텔,3,3,4,0
남성,0,0,서울,0,0,21,27740771,0,0,0,0,0,0,0,0,0,연남공공원룸텔,3,3,3,0
남성,0,0,서울,0,0,123,119449849,0,0,0,0,0,0,0,0,22,연남공공원룸텔,3,4,2,0
남성,0,0,서울,0,0,21,40423822,0,0,0,0,0,1,0,0,7,희망하우징(정릉동 1036),1,4,3,0
남성,0,0,서울,1,0,55,343538476,15691120,1,0,0,0,1,0,0,16,희망하우징(정릉동 1036),2,4,4,0
남성,0,0,서울,0,0,79,132974893,0,0,0,0,0,0,0,1,25,희망하우징(정릉동 1036),3,4,4,0
여성,0,0,서울,0,0,56,67371791,0,0,1,1,0,1,0,0,4,연남공공원룸텔,1,4,5,0
여성,0,0,서울,0,0,142,282020919,0,0,0,0,0,1,0,0,17,연남공공원룸텔,2,4,4,0
여성,0,0,서울,0,0,33,12302458,0,0,1,1,0,0,0,0,3,연남공공원룸텔,1,1,3,1
여성,0,0,서울,0,0,159,376063976,0,0,0,0,0,1,0,0,30,연남공공원룸텔,2,4,5,0
여성,0,0,서울,0,0,50,14051460,0,0,0,0,0,0,0,0,26,연남공공원룸텔,3,3,6,0
남성,0,0,서울,0,0,38,24933959,0,0,1,1,0,0,0,0,24,희망하우징(정릉동 1036),1,1,6,1
남성,0,0,기타,0,0,34,66864059,0,0,1,0,0,1,0,0,12,연남공공원룸텔,1,4,4,0
남성,0,0,서울,0,0,144,401489713,0,0,0,0,0,1,0,0,1,연남공공원룸텔,2,4,2,0
여성,0,0,서울,0,0,24,38442071,0,0,1,1,0,1,0,0,17,희망하우징(정릉동 1036),1,1,7,1
남성,0,1,서울,0,0,20,57868637,0,0,1,0,0,1,1,0,10,연남공공원룸텔,1,4,5,0
여성,0,0,서울,0,0,50,15020855,0,0,1,1,1,0,0,0,28,희망하우징(정릉동 1036),1,1,9,1
남성,0,0,서울,0,1,48,27609040,0,0,1,0,0,0,0,0,13,연남공공원룸텔,1,4,2,0
여성,0,0,서울,0,0,39,21699448,0,0,1,0,1,1,0,0,9,연남공공원룸텔,1,1,6,1
여성,0,0,서울,0,0,72,387321310,0,0,0,0,0,0,0,0,1,연남공공원룸텔,2,4,0,0
여성,0,0,서울,0,0,80,350619587,0,0,0,0,0,1,0,0,21,희망하우징(정릉동 1036),2,4,4,0
남성,0,0,서울,0,0,112,124599014,0,0,0,0,0,0,0,0,14,연남공공원룸텔,3,4,2,0
여성,0,0,서울,0,0,41,75269412,0,0,1,0,0,0,0,0,14,희망하우징(정릉동 1036),1,1,2,1
남성,0,0,서울,1,0,143,344074947,41769983,1,0,0,0,0,0,0,24,연남공공원룸텔,2,4,3,0
여성,0,0,서울,0,0,151,375336458,0,0,0,0,0,1,0,0,2,희망하우징(정릉동 1036),2,4,2,0
여성,0,0,서울,0,0,129,384496617,0,0,0,0,0,1,0,0,25,희망하우징(정릉동 1036),2,4,5,0
남성,0,0,서울,1,0,91,11904117,0,0,0,0,0,1,0,0,3,연남공공원룸텔,3,4,2,0
여성,0,1,기타,0,0,34,14897064,0,0,0,0,0,1,0,0,5,희망하우징(정릉동 1036),3,4,5,0
남성,0,0,서울,1,0,78,314800805,0,0,0,0,0,1,0,0,14,희망하우징(정릉동 1036),2,4,4,0
여성,0,0,서울,0,0,94,350318072,0,0,0,0,0,1,0,0,27,희망하우징(정릉동 1036),2,4,5,0
여성,0,0,서울,1,0,14,92713066,6739382,1,0,0,0,1,0,1,3,희망하우징(정릉동 1036),3,4,6,0
남성,0,0,서울,0,0,130,137580862,0,0,0,0,0,1,0,0,26,희망하우징(정릉동 1036),3,4,5,0
남성,0,0,서울,0,0,156,372649237,0,0,0,0,0,0,0,0,0,희망하우징(정릉동 1036),2,4,0,0
여성,0,0,서울,1,1,110,35858441,0,0,0,0,0,0,0,1,13,연남공공원룸텔,3,4,3,0
여성,0,0,서울,0,0,139,25887718,0,0,0,0,0,1,0,0,8,연남공공원룸텔,3,4,3,0
여성,0,0,서울,0,0,56,61325510,0,0,1,1,0,0,0,1,20,연남공공원룸텔,1,1,6,1
남성,0,0,서울,0,0,23,46905154,0,0,1,0,0,0,0,0,18,희망하우징(정릉동 1036),1,1,2,1
남성,1,0,서울,0,0,148,344023707,23956795,1,0,0,0,0,0,0,2,연남공공원룸텔,2,4,0,0
남성,0,0,서울,0,0,56,14221211,0,0,1,0,1,0,0,0,19,희망하우징(정릉동 1036),1,1,5,1
남성,0,0,서울,0,0,49,39032170,0,0,0,0,0,0,0,0,7,연남공공원룸텔,3,3,4,0
남성,0,0,서울,0,0,143,416181514,0,0,0,0,0,1,0,0,6,연남공공원룸텔,2,4,3,0
여성,0,0,서울,0,0,47,46463456,0,0,0,0,0,1,0,0,13,희망하우징(정릉동 1036),1,4,4,0
여성,0,0,서울,0,0,92,307557410,0,0,0,0,0,1,1,0,12,연남공공원룸텔,2,2,6,0
남성,0,0,서울,0,0,27,11292919,0,0,1,0,0,0,0,0,14,연남공공원룸텔,1,1,2,1
남성,0,0,서울,0,0,29,87034049,0,0,0,0,0,1,0,0,10,희망하우징(정릉동 1036),3,3,6,1
남성,0,0,기타,0,0,35,12854636,0,0,1,1,1,0,0,0,0,연남공공원룸텔,1,4,6,0
여성,0,0,서울,0,0,46,50399304,0,0,1,1,0,0,0,0,17,희망하우징(정릉동 1036),1,1,5,1
여성,0,0,기타,0,0,105,135856467,0,0,0,0,0,0,0,0,3,희망하우징(정릉동 1036),3,4,0,0
남성,0,0,서울,0,0,23,44854691,0,0,0,0,0,1,0,0,9,희망하우징(정릉동 1036),1,4,3,0
여성,0,0,서울,0,0,55,217800735,0,0,0,0,0,0,0,0,28,연남공공원룸텔,2,2,3,0
여성,0,0,서울,0,1,133,40310459,0,0,0,0,0,1,0,0,26,희망하우징(정릉동 1036),3,4,5,0
남성,0,1,서울,0,0,58,75450681,0,0,0,0,0,0,0,0,27,연남공공원룸텔,3,4,3,0
여성,0,0,서울,0,0,125,126482034,0,0,0,0,0,0,0,0,13,희망하우징(정릉동 1036),3,4,2,0
여성,0,0,서울,0,0,57,45803474,0,0,0,0,0,1,0,0,29,연남공공원룸텔,3,3,5,0
여성,0,0,서울,0,0,46,355365216,38359425,1,0,0,0,0,0,0,8,연남공공원룸텔,2,4,4,0
여성,0,0,기타,0,0,54,23560284,0,0,1,1,0,0,0,0,12,희망하우징(정릉동 1036),1,4,5,0
여성,0,0,서울,0,0,20,22649023,0,0,1,0,0,0,0,0,23,희망하우징(정릉동 1036),1,1,2,1
남성,0,0,서울,0,0,21,33825666,0,0,1,0,0,1,0,0,24,희망하우징(정릉동 1036),1,1,5,1
여성,0,0,서울,0,0,77,272561011,0,0,0,0,0,0,0,0,9,연남공공원룸텔,2,2,1,0
여성,0,1,서울,0,0,85,311670103,44751053,1,0,0,0,1,0,1,19,희망하우징(정릉동 1036),2,4,5,0
남성,0,0,서울,1,0,58,341767287,0,0,0,0,0,0,0,1,11,희망하우징(정릉동 1036),2,4,2,0
남성,1,0,서울,0,0,53,33481693,0,0,0,0,0,0,0,0,12,연남공공원룸텔,1,4,2,0
여성,0,0,서울,0,0,112,336293033,0,0,0,0,0,1,0,0,14,희망하우징(정릉동 1036),2,4,4,0
여성,0,0,서울,0,0,65,47985938,0,0,0,0,0,0,0,0,11,연남공공원룸텔,3,3,1,0
남성,0,0,서울,0,0,51,295314256,0,0,0,0,0,1,0,1,9,연남공공원룸텔,2,2,4,1
남성,1,0,서울,0,0,154,290263383,30853126,1,0,0,0,0,0,0,25,연남공공원룸텔,2,4,3,0
남성,0,0,서울,0,0,109,248447186,0,0,0,0,0,1,0,0,14,연남공공원룸텔,2,4,4,0
여성,0,0,기타,0,0,138,375978965,0,0,0,0,0,0,0,0,18,희망하우징(정릉동 1036),2,4,2,0
남성,0,0,서울,0,0,11,72117013,0,0,0,0,0,1,0,0,1,희망하우징(정릉동 1036),3,3,5,1
남성,0,0,서울,0,0,114,178465039,44645892,1,0,0,0,0,0,0,7,희망하우징(정릉동 1036),2,4,1,0
여성,0,1,서울,0,0,10,30538276,0,0,0,0,0,0,0,0,15,연남공공원룸텔,3,4,5,0
여성,0,0,서울,1,0,109,289732211,39469505,1,0,0,0,1,0,0,20,연남공공원룸텔,2,4,4,0
남성,0,0,서울,0,0,57,76164526,0,0,1,1,0,0,0,0,25,연남공공원룸텔,1,1,6,1
여성,0,0,서울,0,0,44,388628054,0,0,0,0,0,1,1,0,23,연남공공원룸텔,2,4,9,0
여성,1,0,서울,0,0,31,30320928,0,0,1,1,0,0,0,0,22,희망하우징(정릉동 1036),1,4,5,0
여성,0,0,서울,0,0,56,87314639,0,0,0,0,0,1,0,0,22,연남공공원룸텔,3,3,4,0
여성,0,0,서울,0,0,37,77032883,12992883,1,0,0,0,0,0,0,29,희망하우징(정릉동 1036),3,4,6,0
남성,0,0,기타,0,0,48,60240663,0,0,1,1,0,1,0,1,10,연남공공원룸텔,1,4,7,0
여성,0,0,서울,0,0,68,258014529,39129475,1,0,0,0,1,0,0,18,연남공공원룸텔,2,2,4,0
남성,0,0,서울,0,0,32,37846793,0,0,1,1,1,1,0,0,19,연남공공원룸텔,1,1,10,1
남성,0,0,서울,0,0,55,417744096,0,0,0,0,0,1,0,0,30,연남공공원룸텔,2,4,5,0
여성,0,0,서울,1,0,149,418460693,0,0,0,0,0,1,0,0,18,희망하우징(정릉동 1036),2,4,4,0
여성,0,0,서울,0,0,94,134040569,0,0,0,0,0,1,0,0,25,희망하우징(정릉동 1036),3,4,5,0
여성,1,0,서울,0,0,26,14778162,0,0,1,1,0,1,0,0,15,연남공공원룸텔,1,4,7,0
남성,1,0,서울,0,0,55,74716210,0,0,1,1,0,0,0,0,13,희망하우징(정릉동 1036),1,4,5,0
남성,0,0,기타,0,0,25,11348841,0,0,1,0,1,0,0,0,25,희망하우징(정릉동 1036),1,4,6,0
남성,0,0,서울,0,0,72,49246971,0,0,0,0,0,0,0,0,2,연남공공원룸텔,3,3,0,0
남성,0,0,서울,0,0,86,307133209,26388373,1,0,0,0,1,0,0,16,희망하우징(정릉동 1036),2,2,4,1
남성,0,0,서울,0,0,106,273768032,0,0,0,0,0,1,0,0,25,연남공공원룸텔,2,4,5,0
남성,0,0,서울,0,0,39,21340498,0,0,1,1,1,0,0,0,0,연남공공원룸텔,1,1,6,1
여성,0,0,서울,0,0,109,336726138,32563227,1,0,0,0,1,0,0,18,희망하우징(정릉동 1036),2,4,4,0
남성,0,0,서울,0,0,143,208631782,0,0,0,0,0,1,0,0,30,연남공공원룸텔,2,4,5,0
남성,0,0,서울,1,0,70,27699655,0,0,0,0,0,0,0,0,7,희망하우징(정릉동 1036),3,4,1,0
여성,0,0,서울,0,0,13,26684124,0,0,0,0,0,1,0,0,14,희망하우징(정릉동 1036),3,3,7,0
남성,0,0,서울,0,0,114,192706415,0,0,0,0,0,1,0,0,5,희망하우징(정릉동 1036),2,4,2,0
여성,0,0,서울,0,0,54,170670485,0,0,0,0,0,1,0,0,17,희망하우징(정릉동 1036),2,2,4,0
남성,1,1,서울,0,0,21,90608327,0,0,0,0,0,0,0,0,2,연남공공원룸텔,3,4,3,0
남성,0,0,서울,0,0,43,325310116,0,0,0,0,0,0,1,0,11,연남공공원룸텔,2,2,6,1
여성,0,0,서울,0,0,64,118452516,0,0,0,0,0,1,0,0,22,희망하우징(정릉동 1036),3,4,4,0
남성,0,0,서울,0,1,49,270571011,0,0,0,0,0,1,0,0,17,희망하우징(정릉동 1036),2,4,7,0
남성,0,0,서울,0,0,72,54115287,0,0,0,0,0,1,0,0,23,연남공공원룸텔,3,3,4,0
남성,0,0,서울,0,0,123,409928478,0,0,0,0,0,1,0,0,26,연남공공원룸텔,2,4,5,0
남성,0,0,서울,0,0,92,376034782,0,0,0,0,0,0,0,0,6,연남공공원룸텔,2,4,1,0
여성,0,0,서울,0,0,47,13212026,0,0,0,0,0,1,1,0,27,연남공공원룸텔,1,4,7,0
여성,0,0,서울,0,0,83,207859536,13035850,1,0,0,0,0,0,1,29,희망하우징(정릉동 1036),2,2,4,0
여성,0,0,서울,0,0,140,21246035,0,0,0,0,0,0,0,0,14,희망하우징(정릉동 1036),3,4,2,0
여성,0,0,서울,0,0,46,379077199,0,0,0,0,0,0,0,1,1,희망하우징(정릉동 1036),2,4,4,0
여성,0,0,서울,0,0,134,68910408,0,0,0,0,0,0,0,0,19,연남공공원룸텔,3,4,2,0
남성,0,0,서울,0,0,20,138829785,0,0,0,0,0,1,0,0,26,연남공공원룸텔,3,4,8,0
여성,0,0,서울,0,0,27,69647037,0,0,0,0,0,1,0,0,4,연남공공원룸텔,1,4,2,0
남성,0,0,서울,0,0,98,189775962,31126536,1,0,0,0,1,0,0,22,희망하우징(정릉동 1036),2,2,4,1
남성,0,0,서울,0,0,106,127053269,16296898,1,0,0,0,0,0,0,5,희망하우징(정릉동 1036),3,4,0,0
여성,0,0,기타,0,0,31,15209356,0,0,1,0,1,1,0,0,18,희망하우징(정릉동 1036),1,4,7,0
여성,0,0,서울,0,0,102,360566168,0,0,0,0,0,1,0,0,30,연남공공원룸텔,2,4,5,0
여성,0,0,서울,0,0,129,363722569,42463156,1,0,0,0,1,0,0,21,희망하우징(정릉동 1036),2,4,4,0
남성,0,0,서울,0,0,126,320520059,0,0,0,0,0,1,0,0,1,연남공공원룸텔,2,4,2,0
여성,0,0,서울,0,0,62,114629698,0,0,0,0,0,1,0,0,19,희망하우징(정릉동 1036),3,4,4,0
남성,0,0,서울,0,0,106,262991674,0,0,0,0,0,0,0,0,27,연남공공원룸텔,2,4,3,0
여성,0,0,서울,0,0,52,63410254,0,0,1,1,0,1,0,0,0,연남공공원룸텔,1,1,5,1
남성,0,0,서울,0,0,24,19917380,0,0,1,1,0,1,0,0,0,연남공공원룸텔,1,1,5,1
남성,0,0,서울,0,0,39,46782333,0,0,1,1,0,1,0,1,18,연남공공원룸텔,1,1,8,1
여성,0,0,서울,0,0,104,281326163,0,0,0,0,0,1,0,1,24,희망하우징(정릉동 1036),2,4,6,0
여성,0,0,서울,0,0,60,21225238,0,0,1,0,1,0,0,0,15,연남공공원룸텔,1,1,5,1
남성,0,0,서울,0,0,39,55347939,0,0,1,1,1,1,0,0,19,연남공공원룸텔,1,1,10,1
남성,0,0,서울,0,0,81,397697221,44522887,1,0,0,0,1,0,0,29,희망하우징(정릉동 1036),2,4,5,0
여성,0,0,서울,0,0,39,15242805,0,0,0,0,0,1,0,0,4,연남공공원룸텔,3,3,5,0
여성,0,0,서울,0,0,56,32272851,0,0,1,0,0,0,0,0,19,희망하우징(정릉동 1036),1,1,2,1
여성,0,0,기타,0,0,107,404407246,0,0,0,0,0,1,0,0,0,희망하우징(정릉동 1036),2,4,2,0
남성,0,0,서울,0,0,42,11896427,0,0,1,0,1,1,0,0,27,희망하우징(정릉동 1036),1,1,8,1
여성,0,0,서울,0,0,59,205284970,28789511,1,0,0,0,0,0,0,16,희망하우징(정릉동 1036),2,2,2,0
여성,0,0,서울,0,0,131,38092671,0,0,0,0,0,1,1,0,25,희망하우징(정릉동 1036),3,4,7,0
남성,0,0,서울,1,0,40,50608690,0,0,1,1,1,1,0,0,12,연남공공원룸텔,1,4,10,0
남성,0,0,서울,0,0,121,299108789,39342897,1,0,0,0,1,0,0,21,희망하우징(정릉동 1036),2,4,4,0
